No.,Time,Source,Destination,Protocol,Length,Info
17323,37.642381,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17325,37.645556,104.198.218.190,10.1.10.11,TLSv1.2,555,Application Data
17352,37.700733,104.198.218.190,10.1.10.11,TLSv1.2,1282,"Application Data, Application Data, Application Data, Application Data, Application Data"
17367,37.722485,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17376,37.746112,104.198.218.190,10.1.10.11,TLSv1.2,638,"Application Data, Application Data"
17403,37.817312,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17409,37.838335,104.198.218.190,10.1.10.11,TLSv1.2,555,Application Data
17426,37.886053,104.198.218.190,10.1.10.11,TLSv1.2,727,"Application Data, Application Data, Application Data"
17435,37.892408,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17445,37.931881,104.198.218.190,10.1.10.11,TLSv1.2,637,"Application Data, Application Data"
17469,37.986597,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17474,37.999247,104.198.218.190,10.1.10.11,TLSv1.2,555,Application Data
17490,38.043399,104.198.218.190,10.1.10.11,TLSv1.2,142,Application Data
17501,38.062617,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17534,38.153265,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17579,38.232999,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17585,38.245767,104.198.218.190,10.1.10.11,TLSv1.2,555,Application Data
17610,38.29276,104.198.218.190,10.1.10.11,TLSv1.2,733,"Application Data, Application Data, Application Data"
17627,38.32605,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17677,38.402756,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17714,38.459543,104.198.218.190,10.1.10.11,TLSv1.2,566,Application Data
17736,38.493907,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17742,38.506596,104.198.218.190,10.1.10.11,TLSv1.2,736,"Application Data, Application Data, Application Data"
17795,38.58253,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17798,38.592634,104.198.218.190,10.1.10.11,TLSv1.2,582,Application Data
17829,38.640231,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
17857,38.66416,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17867,38.685483,104.198.218.190,10.1.10.11,TLSv1.2,655,"Application Data, Application Data"
17909,38.753329,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17937,38.832939,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17942,38.843062,104.198.218.190,10.1.10.11,TLSv1.2,582,Application Data
17964,38.890127,104.198.218.190,10.1.10.11,TLSv1.2,733,"Application Data, Application Data, Application Data"
17986,38.923403,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
17991,38.939969,104.198.218.190,10.1.10.11,TLSv1.2,660,"Application Data, Application Data"
18039,39.00245,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18075,39.058354,104.198.218.190,10.1.10.11,TLSv1.2,590,Application Data
18093,39.092554,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18112,39.105448,104.198.218.190,10.1.10.11,TLSv1.2,734,"Application Data, Application Data, Application Data"
18162,39.17276,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18183,39.200689,104.198.218.190,10.1.10.11,TLSv1.2,590,Application Data
18209,39.2492,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
18253,39.263896,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18287,39.292753,104.198.218.190,10.1.10.11,TLSv1.2,667,"Application Data, Application Data"
18312,39.342762,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18381,39.425696,104.198.218.190,10.1.10.11,TLSv1.2,590,Application Data
18391,39.432945,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18416,39.469313,104.198.218.190,10.1.10.11,TLSv1.2,132,Application Data
18446,39.512767,104.198.218.190,10.1.10.11,TLSv1.2,668,"Application Data, Application Data"
18452,39.513156,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18503,39.607885,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18505,39.613613,104.198.218.190,10.1.10.11,TLSv1.2,594,Application Data
18555,39.663315,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
18576,39.68241,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18614,39.73608,104.198.218.190,10.1.10.11,TLSv1.2,594,Application Data
18636,39.774497,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18640,39.781673,104.198.218.190,10.1.10.11,TLSv1.2,133,Application Data
18665,39.830955,104.198.218.190,10.1.10.11,TLSv1.2,672,"Application Data, Application Data"
18685,39.862608,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18690,39.874837,104.198.218.190,10.1.10.11,TLSv1.2,676,"Application Data, Application Data"
18718,39.92104,104.198.218.190,10.1.10.11,TLSv1.2,675,"Application Data, Application Data"
18742,39.972915,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18748,40.011721,104.198.218.190,10.1.10.11,TLSv1.2,603,Application Data
18770,40.032462,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18778,40.055233,104.198.218.190,10.1.10.11,TLSv1.2,749,"Application Data, Application Data, Application Data"
18801,40.099122,104.198.218.190,10.1.10.11,TLSv1.2,672,"Application Data, Application Data"
18814,40.112435,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18821,40.143252,104.198.218.190,10.1.10.11,TLSv1.2,1308,"Application Data, Application Data, Application Data, Application Data"
18851,40.202986,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18892,40.287945,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18896,40.296561,104.198.218.190,10.1.10.11,TLSv1.2,603,Application Data
18921,40.340987,104.198.218.190,10.1.10.11,TLSv1.2,125,Application Data
18935,40.373191,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18965,40.453243,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
18966,40.455523,104.198.218.190,10.1.10.11,TLSv1.2,607,Application Data
18984,40.503884,104.198.218.190,10.1.10.11,TLSv1.2,132,Application Data
19005,40.542922,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19010,40.560565,104.198.218.190,10.1.10.11,TLSv1.2,607,Application Data
19035,40.605195,104.198.218.190,10.1.10.11,TLSv1.2,135,Application Data
19049,40.62251,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19059,40.650943,104.198.218.190,10.1.10.11,TLSv1.2,1323,"Application Data, Application Data, Application Data, Application Data"
19091,40.713341,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19096,40.720718,104.198.218.190,10.1.10.11,TLSv1.2,613,Application Data
19118,40.767509,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
19139,40.792901,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19144,40.810901,104.198.218.190,10.1.10.11,TLSv1.2,692,"Application Data, Application Data"
19189,40.882974,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19223,40.962598,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19239,41.000694,104.198.218.190,10.1.10.11,TLSv1.2,624,Application Data
19263,41.045701,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
19273,41.053055,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19292,41.091555,104.198.218.190,10.1.10.11,TLSv1.2,696,"Application Data, Application Data"
19324,41.142894,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19350,41.223483,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19384,41.312562,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19418,41.392663,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19456,41.494604,104.198.218.190,10.1.10.11,TLSv1.2,624,Application Data
19466,41.504505,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19480,41.540942,104.198.218.190,10.1.10.11,TLSv1.2,131,Application Data
19498,41.562961,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19526,41.640099,104.198.218.190,10.1.10.11,TLSv1.2,624,Application Data
19536,41.652642,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19542,41.6861,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
19562,41.732479,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19592,41.823153,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19623,41.902737,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19661,41.992711,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19702,42.072857,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19736,42.16265,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19741,42.170494,104.198.218.190,10.1.10.11,TLSv1.2,635,Application Data
19777,42.242631,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19781,42.257118,104.198.218.190,10.1.10.11,TLSv1.2,624,Application Data
19800,42.300995,104.198.218.190,10.1.10.11,TLSv1.2,142,Application Data
19816,42.339794,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19846,42.42401,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19880,42.50966,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19886,42.526085,104.198.218.190,10.1.10.11,TLSv1.2,624,Application Data
19909,42.571744,104.198.218.190,10.1.10.11,TLSv1.2,804,"Application Data, Application Data, Application Data"
19921,42.595663,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19955,42.672565,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
19997,42.762547,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20035,42.842956,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20043,42.861279,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
20075,42.933103,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20120,43.018874,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20152,43.103888,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20182,43.182602,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20213,43.273009,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20246,43.359901,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20279,43.442784,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20319,43.526188,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20359,43.612516,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20389,43.705331,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20418,43.783132,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20447,43.874784,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20474,43.952658,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20503,44.04326,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20530,44.122802,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20561,44.213026,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20590,44.292847,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20624,44.387077,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20650,44.462789,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20683,44.556338,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20710,44.632883,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20747,44.725743,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20776,44.80329,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20812,44.89264,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20841,44.982648,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20879,45.087591,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20915,45.152783,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20917,45.155829,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
20948,45.206043,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
20962,45.234285,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
20982,45.282784,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21006,45.32317,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21009,45.326774,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
21057,45.406979,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21089,45.478089,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21103,45.492832,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21112,45.522188,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
21135,45.572403,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21138,45.575565,104.198.218.190,10.1.10.11,TLSv1.2,1406,"Application Data, Application Data, Application Data, Application Data"
21158,45.623312,104.198.218.190,10.1.10.11,TLSv1.2,1417,"Application Data, Application Data, Application Data, Application Data"
21179,45.662323,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21216,45.74255,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21260,45.832971,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21268,45.853358,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21290,45.89897,104.198.218.190,10.1.10.11,TLSv1.2,133,Application Data
21301,45.912653,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21311,45.942864,104.198.218.190,10.1.10.11,TLSv1.2,733,"Application Data, Application Data"
21336,46.003304,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21415,46.082447,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21422,46.109735,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21453,46.158008,104.198.218.190,10.1.10.11,TLSv1.2,146,Application Data
21462,46.173318,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21493,46.263824,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21497,46.269387,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21512,46.312765,104.198.218.190,10.1.10.11,TLSv1.2,143,Application Data
21525,46.34324,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21535,46.369341,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21549,46.415619,104.198.218.190,10.1.10.11,TLSv1.2,149,Application Data
21564,46.434042,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21571,46.458989,104.198.218.190,10.1.10.11,TLSv1.2,746,"Application Data, Application Data"
21598,46.519182,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21630,46.603229,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21636,46.625488,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21657,46.669338,104.198.218.190,10.1.10.11,TLSv1.2,150,Application Data
21665,46.682905,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21672,46.712948,104.198.218.190,10.1.10.11,TLSv1.2,744,"Application Data, Application Data"
21692,46.75724,104.198.218.190,10.1.10.11,TLSv1.2,747,"Application Data, Application Data"
21702,46.773126,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21730,46.857201,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21736,46.880002,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21750,46.923275,104.198.218.190,10.1.10.11,TLSv1.2,153,Application Data
21759,46.942944,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21770,46.967177,104.198.218.190,10.1.10.11,TLSv1.2,1449,"Application Data, Application Data, Application Data, Application Data"
21793,47.026972,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21795,47.032535,104.198.218.190,10.1.10.11,TLSv1.2,651,Application Data
21815,47.081185,104.198.218.190,10.1.10.11,TLSv1.2,855,"Application Data, Application Data, Application Data"
21827,47.112954,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21850,47.194113,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21855,47.20951,104.198.218.190,10.1.10.11,TLSv1.2,676,Application Data
21874,47.253329,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
21881,47.297411,104.198.218.190,10.1.10.11,TLSv1.2,753,"Application Data, Application Data"
21890,47.30675,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21922,47.36286,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
21971,47.452421,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22020,47.549802,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22022,47.556572,104.198.218.190,10.1.10.11,TLSv1.2,686,Application Data
22054,47.601403,104.198.218.190,10.1.10.11,TLSv1.2,126,Application Data
22077,47.622755,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22093,47.647016,104.198.218.190,10.1.10.11,TLSv1.2,753,"Application Data, Application Data"
22123,47.691075,104.198.218.190,10.1.10.11,TLSv1.2,762,"Application Data, Application Data"
22143,47.712878,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22168,47.770856,104.198.218.190,10.1.10.11,TLSv1.2,686,Application Data
22199,47.792916,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22216,47.815292,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
22240,47.859101,104.198.218.190,10.1.10.11,TLSv1.2,764,"Application Data, Application Data"
22256,47.884259,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22273,47.898623,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data, Application Data"
22277,47.908098,104.198.218.190,10.1.10.11,TLSv1.2,61,Application Data
22318,47.962928,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22323,47.985613,104.198.218.190,10.1.10.11,TLSv1.2,692,Application Data
22348,48.031277,104.198.218.190,10.1.10.11,TLSv1.2,131,Application Data
22359,48.055272,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22366,48.075426,104.198.218.190,10.1.10.11,TLSv1.2,771,"Application Data, Application Data"
22397,48.138291,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22434,48.222582,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22439,48.225743,104.198.218.190,10.1.10.11,TLSv1.2,697,Application Data
22469,48.273081,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
22491,48.308083,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22497,48.322401,104.198.218.190,10.1.10.11,TLSv1.2,775,"Application Data, Application Data"
22546,48.393276,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22590,48.473469,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22604,48.506669,104.198.218.190,10.1.10.11,TLSv1.2,697,Application Data
22634,48.551181,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
22645,48.562656,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22658,48.582194,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data, Application Data"
22668,48.594833,104.198.218.190,10.1.10.11,TLSv1.2,82,Application Data
22703,48.642666,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22727,48.693919,104.198.218.190,10.1.10.11,TLSv1.2,710,Application Data
22742,48.732963,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22748,48.737537,104.198.218.190,10.1.10.11,TLSv1.2,122,Application Data
22765,48.789591,104.198.218.190,10.1.10.11,TLSv1.2,782,"Application Data, Application Data"
22779,48.822768,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22818,48.848522,104.198.218.190,10.1.10.11,TLSv1.2,710,Application Data
22853,48.897569,104.198.218.190,10.1.10.11,TLSv1.2,125,Application Data
22862,48.90278,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22898,48.992592,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22930,49.073261,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22939,49.117598,104.198.218.190,10.1.10.11,TLSv1.2,710,Application Data
22957,49.160932,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
22964,49.16283,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
22990,49.242569,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23005,49.271456,104.198.218.190,10.1.10.11,TLSv1.2,710,Application Data
23019,49.317469,104.198.218.190,10.1.10.11,TLSv1.2,134,Application Data
23055,49.33447,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23078,49.361895,104.198.218.190,10.1.10.11,TLSv1.2,790,"Application Data, Application Data"
23111,49.413383,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23124,49.425703,104.198.218.190,10.1.10.11,TLSv1.2,720,Application Data
23142,49.443057,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data, Application Data"
23156,49.471082,104.198.218.190,10.1.10.11,TLSv1.2,189,"Application Data, Application Data"
23174,49.514133,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23176,49.515146,104.198.218.190,10.1.10.11,TLSv1.2,795,"Application Data, Application Data"
23201,49.582751,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23207,49.60338,104.198.218.190,10.1.10.11,TLSv1.2,720,Application Data
23226,49.647164,104.198.218.190,10.1.10.11,TLSv1.2,130,Application Data
23241,49.67258,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23253,49.691807,104.198.218.190,10.1.10.11,TLSv1.2,796,"Application Data, Application Data"
23295,49.759327,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23299,49.772859,104.198.218.190,10.1.10.11,TLSv1.2,725,Application Data
23319,49.817243,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
23331,49.844142,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23335,49.856971,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data, Application Data"
23341,49.864995,104.198.218.190,10.1.10.11,TLSv1.2,128,Application Data
23366,49.923485,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23371,49.92921,104.198.218.190,10.1.10.11,TLSv1.2,729,Application Data
23384,49.97296,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
23410,50.013338,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23440,50.102618,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23441,50.110813,104.198.218.190,10.1.10.11,TLSv1.2,729,Application Data
23454,50.155101,104.198.218.190,10.1.10.11,TLSv1.2,887,"Application Data, Application Data, Application Data"
23470,50.184101,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23476,50.198859,104.198.218.190,10.1.10.11,TLSv1.2,809,"Application Data, Application Data"
23512,50.272374,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23518,50.282719,104.198.218.190,10.1.10.11,TLSv1.2,735,Application Data
23533,50.329186,104.198.218.190,10.1.10.11,TLSv1.2,883,"Application Data, Application Data, Application Data"
23546,50.355485,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23550,50.375597,104.198.218.190,10.1.10.11,TLSv1.2,812,"Application Data, Application Data"
23579,50.442751,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23611,50.522567,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23614,50.536376,104.198.218.190,10.1.10.11,TLSv1.2,743,Application Data
23628,50.581092,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
23645,50.612685,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23648,50.630887,104.198.218.190,10.1.10.11,TLSv1.2,743,Application Data
23663,50.67464,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
23675,50.692983,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23683,50.724657,104.198.218.190,10.1.10.11,TLSv1.2,743,Application Data
23700,50.769229,104.198.218.190,10.1.10.11,TLSv1.2,129,Application Data
23709,50.782517,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23741,50.86287,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23743,50.871944,104.198.218.190,10.1.10.11,TLSv1.2,748,Application Data
23763,50.917009,104.198.218.190,10.1.10.11,TLSv1.2,123,Application Data
23778,50.952775,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23779,50.963436,104.198.218.190,10.1.10.11,TLSv1.2,820,"Application Data, Application Data"
23813,51.032637,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23843,51.12997,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23844,51.130795,104.198.218.190,10.1.10.11,TLSv1.2,751,Application Data
23860,51.17915,104.198.218.190,10.1.10.11,TLSv1.2,897,"Application Data, Application Data, Application Data"
23871,51.202911,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23903,51.293132,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23929,51.383353,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23932,51.393123,104.198.218.190,10.1.10.11,TLSv1.2,756,Application Data
23950,51.437043,104.198.218.190,10.1.10.11,TLSv1.2,127,Application Data
23968,51.46754,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
23970,51.478346,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data"
23975,51.48427,104.198.218.190,10.1.10.11,TLSv1.2,178,"Application Data, Application Data"
23998,51.550981,104.198.218.190,10.1.10.11,TLSv1.2,759,Application Data
24005,51.555852,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24017,51.597335,104.198.218.190,10.1.10.11,TLSv1.2,902,"Application Data, Application Data, Application Data"
24038,51.632575,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24068,51.722636,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24070,51.735015,104.198.218.190,10.1.10.11,TLSv1.2,762,Application Data
24085,51.778937,104.198.218.190,10.1.10.11,TLSv1.2,124,Application Data
24101,51.804537,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24116,51.843198,104.198.218.190,10.1.10.11,TLSv1.2,762,Application Data
24131,51.884029,104.198.218.190,10.1.10.11,TLSv1.2,1474,"Application Data, Application Data, Application Data"
24136,51.88945,104.198.218.190,10.1.10.11,TLSv1.2,275,"Application Data, Application Data"
24143,51.892699,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24171,51.973381,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24180,51.994428,104.198.218.190,10.1.10.11,TLSv1.2,762,Application Data
24195,52.041067,104.198.218.190,10.1.10.11,TLSv1.2,135,Application Data
24207,52.06332,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24239,52.142557,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24241,52.161532,104.198.218.190,10.1.10.11,TLSv1.2,771,Application Data
24258,52.20589,104.198.218.190,10.1.10.11,TLSv1.2,916,"Application Data, Application Data, Application Data"
24277,52.232707,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24303,52.313113,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24329,52.402638,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24340,52.435489,104.198.218.190,10.1.10.11,TLSv1.2,779,Application Data
24361,52.480706,104.198.218.190,10.1.10.11,TLSv1.2,121,Application Data
24368,52.482541,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
24388,52.539619,104.198.218.190,10.1.10.11,TLSv1.2,779,Application Data
24404,52.572488,10.1.10.11,104.198.218.190,TLSv1.2,983,Application Data
